Sample_Name	dataset	country	year	source	sample_type	sample	infectionStatus	strain	lineage	CG_name	ST_Jul22	YBT	CLB	IRO	IUC	Ybt_insertion	YbST	ICEKp	KpZM	YBT_lineage	CLB_lineage	clbJ/K_fusion	transposase
NCTC9130	NCTC	Denmark	1952	human	urine	urine	unknown	KLEB 919	KpI	n/a	297	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11698	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I14	KpI	n/a	321	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9137	NCTC	Denmark	1952	human	urine	urine	unknown	2005/49	KpI	CG322	322	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11678	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	11678P711691 or I7	KpI	CG322	322	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13442	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	CCUG 68727	KpI	n/a	353	ybt	-	-	-	1	85	ICEKp4	absent	10	NA	NA	NA
NCTC11228	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	ATCC 29665	KpI	CG65	375	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC8895	NCTC	unknown	1952	human	sputum	respiratory	unknown	IPSWICH 1867	KpI	CG90	381	ybt	-	-	iuc	1	76	?	present	10	NA	NA	NA
NCTC9601	NCTC	UK	1954	unknown	nose	respiratory	unknown	Poynter	KpI	CG90	381	ybt	-	-	iuc	1	77	?	present	10	NA	NA	NA
NCTC9143	NCTC	Denmark	1952	human	urine	urine	unknown	2813/50	KpI	n/a	416	ybt	clb	-	-	4	289	ICEKp10	present	17	3	no	yes - clbB
NCTC9140	NCTC	Denmark	1952	human	urine	urine	unknown	889/50	KpI	CG133	420	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13368	NCTC	USA	1994	unknown	unknown	unknown	unknown	ATCC 700603	KpII	n/a	489	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9135	NCTC	Denmark	1951	human	diarrhoea	diarrhoea	infection	MICH 61	KpI	n/a	502	ybt	-	-	-	4	133	ICEKp5	absent	14	NA	NA	NA
NCTC9133	NCTC	Denmark	1952	human	urine	urine	unknown	KLEB 1470	KpI	CG540	504	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC8172	NCTC	UK	1950	food	butter	Food	NA	C 37	KpI	n/a	505	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11359	NCTC	unknown	1954	unknown	unknown	unknown	unknown	3454	KpI	n/a	507	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9129	NCTC	Denmark	1952	human	urine	urine	unknown	KLEB 56	KpI	n/a	560	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9136	NCTC	Denmark	1952	human	surgical incision drainage	sterile site	unknown	2069/49	KpI	n/a	561	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9138	NCTC	Denmark	1952	human	bronchial washings	respiratory	unknown	1754/49	KpI	n/a	562	ybt	-	-	-	4	135	ICEKp5	absent	14	NA	NA	NA
NCTC9139	NCTC	Denmark	1952	human	heart valve	sterile site	infection	293/50	KpI	n/a	563	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13440	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	unknown	KpI	n/a	584	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11689	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I5	KpI	n/a	664	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9656	NCTC	USA	1955	bovine	mastitis	unknown	unknown	4045/53	KpI	CG111	692	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13465	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	unknown	KpI	n/a	776	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11686	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I2	KpI	n/a	1026	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9177	NCTC	Denmark	1952	human	sputum	respiratory	unknown	4425/51	KpIII	n/a	1217	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC10262	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	K 71	KpIII	n/a	1225	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11357	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	unknown	KpII	n/a	1226	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9134	NCTC	Denmark	1952	human	urine	urine	unknown	Kleb 1193	KpI	n/a	1227	ybt	-	-	-	4	284	ICEKp12	present	16	NA	NA	NA
NCTC10314	NCTC	UK	1960	unknown	unknown	unknown	unknown	L 2794	KpI	n/a	5090	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11358	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	370	KpI	n/a	5091	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11695	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I11	KpIII	n/a	5092	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11697	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I13	KpI	n/a	5093	ybt	-	-	iuc	3	314	?	absent	no lineage	NA	NA	NA
NCTC12146	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	L95	KpIII	n/a	5094	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13097	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	T62	KpIII	n/a	5095	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13098	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	T63	KpIII	n/a	5096	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9645	NCTC	USA	1955	unknown	unknown	unknown	unknown	5060/53	KpI	CG90	5097	-	-	-	iuc	NA	NA	NA	NA	NA	NA	NA	NA
CDFO01000001-CDFO01000208	Onori et al.	Italy	2011	human	blood	blood_sterile	infection	KpVA-5	KpI	n/a	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDGB01000001-CDGB01000181	Onori et al.	Italy	2011	human	blood	blood_sterile	infection	KpVA-7	KpI	n/a	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFQ01000001-CDFQ01000304	Onori et al.	Italy	2011	human	blood	blood_sterile	infection	KpVA-4	KpI	CG258	258	ybt	-	-	-	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
CDFR01000001-CDFR01000415	Onori et al.	Italy	2013	human	blood	blood_sterile	infection	KpVA-3	KpI	CG258	258	ybt	-	-	-	4	299	ICEKp2	absent	13	NA	NA	NA
CDFP01000001-CDFP01000127	Onori et al.	Italy	2013	human	BAL	respiratory	infection	KpVA-2	KpI	CG258	258	ybt	-	-	-	4	299	ICEKp2	absent	13	NA	NA	NA
CDFU01000001-CDFU01000179	Onori et al.	Italy	2013	human	blood	blood_sterile	infection	KpVA-11	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDGA01000001-CDGA01000200	Onori et al.	Italy	2011	human	blood	blood_sterile	infection	KpVA-6	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFT01000001-CDFT01000173	Onori et al.	Italy	2013	human	BAL	respiratory	infection	KpVA-10	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFW01000001-CDFW01000211	Onori et al.	Italy	2013	human	BAL	respiratory	infection	KpVA-14	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDGC01000001-CDGC01000169	Onori et al.	Italy	2013	human	BAL	respiratory	infection	KpVA-8	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDGD01000001-CDGD01000366	Onori et al.	Italy	2013	human	BAL	respiratory	infection	KpVA-9	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFM01000001-CDFM01000153	Onori et al.	Italy	2012	human	sputum	respiratory	infection	KpVA-1	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFV01000001-CDFV01000150	Onori et al.	Italy	2013	human	tracheal aspirate	respiratory	infection	KpVA-12	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFX01000001-CDFX01000178	Onori et al.	Italy	2013	human	urine	urine	infection	KpVA-16	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFZ01000001-CDFZ01000166	Onori et al.	Italy	2013	human	urine	urine	infection	KpVA-15	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
CDFY01000001-CDFY01000165	Onori et al.	Italy	2013	human	wound	wound	infection	KpVA-13	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1162296.3	PATRIC	Korea	unknown	human	blood	blood_sterile	infection	DSM 30104	KpI	CG3	3	ybt	clb	-	-	4	128	ICEKp10	present	12	1	?	?
573.1367	PATRIC	USA	unknown	human	Severe Trauma Site	unknown	infection	4640	KpI	CG3	3	ybt	clb	-	-	4	128	ICEKp10	present	12	1	?	?
573.1353	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	ACTC 13883	KpI	CG3	3	ybt	clb	-	-	4	128	ICEKp10	present	12	1	?	?
573.1762	PATRIC	France	2012	human	central venous catheter	catheter	infection	CH1034	KpI	CG540	6	ybt	-	-	-	3	152	ICEKp5	absent	14	NA	NA	NA
573.1475	PATRIC	France	2010	free-living	unknown	unknown	infection	KPM_nasey	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438730.3	PATRIC	USA	2012	human	blood	blood_sterile	infection	CHS 24	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1347	PATRIC	Spain	2012	human	blood	blood_sterile	infection	KP_ST11_OXA48	KpI	CG258	11	ybt	-	-	-	3	112	ICEKp4	absent	10	NA	NA	NA
573.1884	PATRIC	Israel	unknown	human	blood	blood_sterile	infection	B86	KpI	CG258	11	ybt	-	-	-	1	181	ICEKp3	absent	9	NA	NA	NA
573.1499	PATRIC	USA	2011	human	sputum	respiratory	infection	CAV1392	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438792.3	PATRIC	USA	2013	human	sputum	respiratory	infection	MGH 69	KpI	CG258	11	ybt	-	-	-	3	313	ICEKp11	absent	15	NA	NA	NA
1125630.4	PATRIC	China	2011	human	sputum	respiratory	unknown	HS11286	KpI	CG258	11	ybt	-	-	-	3	15	ICEKp3	absent	9	NA	NA	NA
1380908.3	PATRIC	China	2010	human	72-year-old male with cerebral infarction after colon carcinoma resection	unknown	unknown	JM45	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1511	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS93	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1604	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS208	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1622	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS229	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1756	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS86	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1263871.1	PATRIC	USA	2010	human	urine	urine	infection	ATCC BAA-2146	KpI	CG258	11	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1432550.3	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	IS33	KpI	CG258	11	ybt	-	-	-	1	27	ICEKp4	absent	10	NA	NA	NA
573.1377	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	unknown	KpI	n/a	12	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328391.3	PATRIC	USA	unknown	human	blood	blood_sterile	infection	UCICRE 4	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1236101.6	PATRIC	Argentina	1981	human	CSF	blood_sterile	infection	JHCK1	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328405.3	PATRIC	USA	2008	human	peritoneal abscess	intestinal	infection	BIDMC 11	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1551	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS140	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1657	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH124	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1747	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS175	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1761	PATRIC	Korea	2013	human	Burn Patient	unknown	infection	unknown	KpI	CG14/15	14	ybt	-	-	-	1	140	ICEKp5	absent	14	NA	NA	NA
72407.92	PATRIC	South Africa	unknown	human	unknown	unknown	unknown	ST14:944535499	KpI	CG14/15	14	ybt	-	-	-	1	138	ICEKp5	?	14	NA	NA	NA
1438772.3	PATRIC	USA	2013	human	urine	urine	infection	CHS 66	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1344	PATRIC	Curacao	2002	human	urine	urine	infection	SB2390	KpI	CG14/15	14	ybt	-	-	-	1	106	ICEKp4	absent	10	NA	NA	NA
1328378.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 46	KpI	CG14/15	14	ybt	-	-	-	3	107	ICEKp4	absent	10	NA	NA	NA
1406314.3	PATRIC	USA	2013	human	urine	urine	infection	unknown	KpI	CG14/15	14	ybt	-	-	-	1	140	ICEKp5	absent	14	NA	NA	NA
1203545.3	PATRIC	USA	unknown	unknown	unknown	unknown	unknown	WGLW2	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438786.3	PATRIC	USA	2013	human	bile	bile	infection	MGH 63	KpI	CG14/15	15	ybt	-	-	-	1	162	ICEKp4	absent	10	NA	NA	NA
1438788.3	PATRIC	USA	2013	human	bile	bile	infection	MGH 65	KpI	CG14/15	15	ybt	-	-	-	1	162	ICEKp4	absent	10	NA	NA	NA
1284818.4	PATRIC	USA	2009	human	blood	blood_sterile	infection	UHKPC179	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1284817.3	PATRIC	USA	2008	human	Catheter tip	catheter	infection	UHKPC57	KpI	CG14/15	15	ybt	-	-	-	3	16	ICEKp4	absent	10	NA	NA	NA
1381121.4	PATRIC	Taiwan	2010	human	rectal swab	intestinal	carriage	303K	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1329843.3	PATRIC	USA	2012	human	respiratory tract	respiratory	unknown	BIDMC 33B	KpI	CG14/15	15	ybt	-	-	-	1	28	ICEKp4	absent	10	NA	NA	NA
573.1391	PATRIC	Italy	2013	human	unknown	unknown	unknown	18PV	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1465	PATRIC	Italy	2012	human	unknown	unknown	unknown	99SGR	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1527	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS112	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1646	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH101	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1678	PATRIC	unknown	2014	human	unknown	unknown	unknown	UCI96	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1392	PATRIC	Italy	2013	human	unknown	unknown	unknown	19PV	KpI	CG14/15	15	ybt	-	-	-	1	28	ICEKp4	absent	10	NA	NA	NA
573.1633	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH81	KpI	CG14/15	15	ybt	-	-	-	1	162	ICEKp4	absent	10	NA	NA	NA
573.1648	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH111	KpI	CG14/15	15	ybt	-	-	-	1	162	ICEKp4	absent	10	NA	NA	NA
573.1653	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH115	KpI	CG14/15	15	ybt	-	-	-	1	162	ICEKp4	absent	10	NA	NA	NA
573.1654	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH117	KpI	CG14/15	15	ybt	-	-	-	1	162	ICEKp4	absent	10	NA	NA	NA
573.1359	PATRIC	USA	2012	human	soldier combat wound	wound	infection	BAMC 07-18	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438798.3	PATRIC	USA	2013	human	wound	wound	infection	MGH 75	KpI	CG14/15	15	ybt	-	-	-	1	162	ICEKp4	absent	10	NA	NA	NA
573.1378	PATRIC	Italy	2012	human	unknown	unknown	unknown	100SGR	KpI	CG17/20	16	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1411	PATRIC	Italy	2013	human	unknown	unknown	unknown	41AVR	KpI	CG17/20	16	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1631	PATRIC	USA	2014	human	unknown	unknown	unknown	BWH58	KpI	CG17/20	16	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1665	PATRIC	unknown	2014	human	unknown	unknown	unknown	BIDMC91	KpI	CG17/20	16	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1361	PATRIC	China	2013	human	blood	blood_sterile	infection	XH209	KpI	CG17/20	17	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438702.3	PATRIC	USA	2013	human	sputum	respiratory	infection	BIDMC 69	KpI	CG17/20	17	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438785.3	PATRIC	USA	2013	human	sputum	respiratory	infection	MGH 60	KpI	CG17/20	17	ybt	-	-	-	3	20	ICEKp4	absent	10	NA	NA	NA
573.1663	PATRIC	unknown	2014	human	unknown	unknown	unknown	BIDMC89	KpI	CG17/20	17	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328393.3	PATRIC	USA	unknown	human	urine	urine	infection	UCICRE 7	KpI	CG17/20	17	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328424.3	PATRIC	USA	2012	human	urine	urine	infection	BIDMC 35	KpI	CG17/20	17	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438809.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 64	KpI	CG17/20	17	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438706.3	PATRIC	USA	2013	human	urine	urine	infection	BWH 48	KpI	CG17/20	17	ybt	-	-	-	3	231	ICEKp11	present	15	NA	NA	NA
1328363.3	PATRIC	USA	2012	human	respiratory	respiratory	infection	MGH 18	KpI	CG17/20	20	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1464	PATRIC	Italy	2012	human	unknown	unknown	unknown	98SGR	KpI	CG17/20	20	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1679	PATRIC	USA	2013	human	urine	urine	infection	JS86C16	KpI	CG17/20	20	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438793.3	PATRIC	USA	2013	human	urine	urine	infection	MGH 70	KpI	CG17/20	20	ybt	-	-	-	4	135	ICEKp5	absent	14	NA	NA	NA
484021.57	PATRIC	Taiwan	unknown	human	liver abscess	liver	infection	NTUH-K2044	KpI	CG23	23	ybt	-	iro	iuc	1	326	ICEKp1	absent	2	NA	NA	NA
1193292.6	PATRIC	Taiwan	2002	human	liver abscess	liver	infection	1084	KpI	CG23	23	ybt	clb	-	-	1	47	ICEKp10	present	1	2	no	no
573.1641	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH94	KpI	CG23	23	ybt	clb	iro	iuc	1	57	ICEKp10	present	1	2	no	no
573.166	PATRIC	unknown	2013	human	unknown	unknown	unknown	BIDMC85	KpI	CG23	23	ybt	clb	iro	iuc	1	47	ICEKp10	present	1	2	yes	no
573.1661	PATRIC	unknown	2014	human	unknown	unknown	unknown	BIDMC86	KpI	CG23	23	ybt	clb	iro	iuc	1	59	ICEKp10	absent	1	2	no	no
1438754.3	PATRIC	USA	2013	human	abscess	abscess_pus	infection	CHS 48	KpI	CG25	25	ybt	-	iro	iuc	4/3?	323	ICEKp1	absent	2	NA	NA	NA
573.1632	PATRIC	USA	2014	human	unknown	unknown	unknown	BWH62	KpI	CG25	25	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
1438749.3	PATRIC	USA	2013	human	urine	urine	infection	CHS 43	KpI	CG25	25	ybt	-	iro	iuc	4/3?	323	ICEKp1	absent	2	NA	NA	NA
573.1363	PATRIC	China	2013	human	sputum	respiratory	infection	XDR	KpI	CG29	29	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1457	PATRIC	Italy	2012	human	unknown	unknown	unknown	91SGR	KpI	CG29	29	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.157	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS161	KpI	CG29	29	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1556	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS146	KpI	CG29	29	ybt	-	-	-	1	151	ICEKp5	absent	14	NA	NA	NA
1365186.3	PATRIC	Australia	unknown	unknown	environment	NA	NA	KP-1	KpI	CG29	29	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328324.3	PATRIC	USA	2012	human	groin	unknown	unknown	KPNIH27	KpI	CG34	34	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328426.3	PATRIC	USA	2012	human	urine	urine	infection	BIDMC 40	KpI	CG34	34	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438807.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 62	KpI	CG34	34	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1250520.3	PATRIC	Spain	unknown	human	stool	intestinal	carriage	RYC492	KpI	CG35	35	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1398	PATRIC	Italy	2013	human	unknown	unknown	unknown	25BO	KpI	CG35	35	ybt	-	-	-	4	156	?	absent	14	NA	NA	NA
573.1399	PATRIC	Italy	2013	human	unknown	unknown	unknown	26BO	KpI	CG35	35	ybt	-	-	-	1	197	ICEKp9	absent	8	NA	NA	NA
573.1446	PATRIC	Italy	2012	human	unknown	unknown	unknown	79RE	KpI	CG35	35	ybt	-	-	-	4	176	ICEKp3	absent	9	NA	NA	NA
573.1459	PATRIC	Italy	2012	human	unknown	unknown	unknown	93SGR	KpI	CG35	35	ybt	-	-	-	1	175	ICEKp9	absent	8	NA	NA	NA
1438787.3	PATRIC	USA	2013	human	urine	urine	infection	MGH 64	KpI	CG35	35	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1294269.3	PATRIC	unknown	unknown	unknown	mangrove sediment slurry	NA	NA	HSL4	KpI	CG35	35	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400167.3	PATRIC	USA	2013	human	urine	urine	infection	BIDMC 51	KpI	CG36	36	ybt	-	-	-	3	71	ICEKp4	absent	10	NA	NA	NA
573.1688	PATRIC	USA	2013	human	wound	wound	infection	1035_KPNE	KpI	CG36	36	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1345	PATRIC	China	2012	human	bile	bile	infection	5422	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1226115.3	PATRIC	Spain	2008	human	blood	blood_sterile	infection	KpQ3	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1395574.3	PATRIC	Spain	2008	human	blood	blood_sterile	infection	KpQ24	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1395575.3	PATRIC	Spain	2008	human	blood	blood_sterile	infection	KpQ15	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328427.3	PATRIC	USA	2012	human	blood	blood_sterile	infection	BIDMC 41	KpI	CG37	37	ybt	-	-	-	4	123	ICEKp8	absent	3	NA	NA	NA
1328390.3	PATRIC	USA	unknown	human	sputum	respiratory	infection	UCICRE 2	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400166.3	PATRIC	USA	2012	human	sputum	respiratory	infection	BIDMC 48	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1389	PATRIC	Italy	2011	human	unknown	unknown	unknown	16BO	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1401	PATRIC	Italy	2011	human	unknown	unknown	unknown	28BO	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1407	PATRIC	Italy	2013	human	unknown	unknown	unknown	36AVR	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1435	PATRIC	Italy	2011	human	unknown	unknown	unknown	68BO	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1437	PATRIC	Italy	2011	human	unknown	unknown	unknown	70BO	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1634	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH82	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328368.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 30	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438795.3	PATRIC	USA	2013	human	urine	urine	infection	MGH 72	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438811.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 68	KpI	CG37	37	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328415.3	PATRIC	USA	2010	human	urine	urine	infection	BIDMC 18D	KpI	CG37	37	ybt	-	-	-	4	123	ICEKp8	absent	3	NA	NA	NA
1328416.3	PATRIC	USA	2012	human	urine	urine	infection	BIDMC 21	KpI	CG37	37	ybt	-	-	-	4	123	ICEKp8	absent	3	NA	NA	NA
1400163.3	PATRIC	USA	2013	human	urine	urine	infection	BIDMC 46a	KpI	CG37	37	ybt	-	-	-	4	123	ICEKp8	absent	3	NA	NA	NA
1400169.3	PATRIC	USA	2013	human	urine	urine	infection	BIDMC 53	KpI	CG37	37	ybt	-	-	-	4	123	ICEKp8	absent	3	NA	NA	NA
1328379.3	PATRIC	USA	2012	human	wound	wound	infection	MGH 47	KpI	CG37	37	ybt	-	-	-	4	124	ICEKp8	absent	3	NA	NA	NA
272620.9	PATRIC	USA	1994	human	sputum	respiratory	infection	MGH 78578	KpI	n/a	38	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1713	PATRIC	USA	2013	human	urine	urine	infection	863_KPNE	KpI	CG43	43	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
