assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename	strain	contig_count	N50	largest_contig	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	aerobactin	salmochelin	hypermucoidy	wzi	KL	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	AGly	Col	Fcyn	Flq	Gly	MLS	Phe	Rif	Sul	Tet	Tmt	Bla	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR
GCF_002181825.1	PRJNA224116	SAMN06218091	NDDE00000000.1	na	573	573	Klebsiella pneumoniae	strain=43416		latest	Contig	Major	Full	2017/06/08	ASM218182v1	JCVI	GCA_002181825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/825/GCF_002181825.1_ASM218182v1	./refseq/bacteria/GCF_002181825.1/GCF_002181825.1_ASM218182v1_genomic.fna.gz	GCF_002181825.1_ASM218182v1_genomic.fna	173	165748	323016	ST258	3	2	7	11	ybt 17; ICEKp10	289	clb 3	17-1LV	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	6	15	5	4	11	28	26	2	11	4	2	2	10*	2	2	2	2	2	8	2	2	2	2	2	2	2	AadA1-pm*?;Aac6-Ib;StrB;StrA*	-	-	ParC-80I;GyrA-83I	-	-	CatA1*	-	SulII	-	DfrA14	OXA-9;AmpH*;TEM-150*	KPC-3	-	-	SHV-11*	-
GCF_002181835.1	PRJNA224116	SAMN06218112	NDCV00000000.1	na	573	573	Klebsiella pneumoniae	strain=45709		latest	Contig	Major	Full	2017/06/08	ASM218183v1	JCVI	GCA_002181835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/835/GCF_002181835.1_ASM218183v1	./refseq/bacteria/GCF_002181835.1/GCF_002181835.1_ASM218183v1_genomic.fna.gz	GCF_002181835.1_ASM218183v1_genomic.fna	140	139337	714274	ST258	0	2	9	11	-	0	-	0	-	-	-	wzi29	KL106	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	OXA-9*;AmpH*	KPC-2	SHV-12*	-	-	TEM-122*
GCF_002181865.1	PRJNA224116	SAMN06218029	NDDW00000000.1	na	573	573	Klebsiella pneumoniae	strain=44821		latest	Contig	Major	Full	2017/06/08	ASM218186v1	JCVI	GCA_002181865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/865/GCF_002181865.1_ASM218186v1	./refseq/bacteria/GCF_002181865.1/GCF_002181865.1_ASM218186v1_genomic.fna.gz	GCF_002181865.1_ASM218186v1_genomic.fna	100	154751	299222	ST258	0	2	9	13	-	0	-	0	-	-	-	wzi29	KL106	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA;MphA	CatA1*	-	SulI;SulI	-	DfrA12	AmpH*;OXA-9*	KPC-2	-	-	SHV-11	TEM-122*
GCF_002181875.1	PRJNA224116	SAMN06218089	NDDG00000000.1	na	573	573	Klebsiella pneumoniae	strain=43420		latest	Contig	Major	Full	2017/06/08	ASM218187v1	JCVI	GCA_002181875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/875/GCF_002181875.1_ASM218187v1	./refseq/bacteria/GCF_002181875.1/GCF_002181875.1_ASM218187v1_genomic.fna.gz	GCF_002181875.1_ASM218187v1_genomic.fna	64	300032	412938	ST299	3	2	4	7	ybt 17; ICEKp10	289	clb 3	17-1LV	-	-	-	wzi7	KL7	ST299	2	10	1	1	56	24	31	6	15	5	4	11	28	26	2	11	4	2	2	10*	2	2	2	2	2	8	2	2	2	2	2	2	2	StrB;StrA*;AadA1-pm*?;Aac6-Ib*	-	-	-	-	-	-	-	SulII	-	DfrA14	SHV-145*;OXA-9;TEM-96*?;AmpH*	KPC-3	-	-	-	-
GCF_002181895.1	PRJNA224116	SAMN06218128	NDDX00000000.1	na	573	573	Klebsiella pneumoniae	strain=44822		latest	Contig	Major	Full	2017/06/08	ASM218189v1	JCVI	GCA_002181895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/895/GCF_002181895.1_ASM218189v1	./refseq/bacteria/GCF_002181895.1/GCF_002181895.1_ASM218189v1_genomic.fna.gz	GCF_002181895.1_ASM218189v1_genomic.fna	73	257635	656962	ST17	1	2	2	3	ybt 15; ICEKp11	231	-	0	-	-	-	wzi141	KL25	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;Aac3-IId*	-	-	-	-	-	-	-	-	-	-	SHV-94*;TEM-105*;OXA-9*;AmpH*	KPC-2	-	-	-	-
GCF_002181915.1	PRJNA224116	SAMN06218090	NDDF00000000.1	na	573	573	Klebsiella pneumoniae	strain=43419		latest	Contig	Major	Full	2017/06/08	ASM218191v1	JCVI	GCA_002181915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/915/GCF_002181915.1_ASM218191v1	./refseq/bacteria/GCF_002181915.1/GCF_002181915.1_ASM218191v1_genomic.fna.gz	GCF_002181915.1_ASM218191v1_genomic.fna	46	324285	657398	ST17	1	2	5	6	ybt 15; ICEKp11	230-1LV	-	0	-	-	-	wzi141	KL25	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34*	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	QnrB1?	-	-	CatB4?	-	-	TetA;TetR	-	SHV-94*;OXA-1;AmpH*	KPC-2	-	-	-	-
GCF_002181945.1	PRJNA224116	SAMN06218082	NDDN00000000.1	na	573	573	Klebsiella pneumoniae	strain=44812		latest	Contig	Major	Full	2017/06/08	ASM218194v1	JCVI	GCA_002181945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/945/GCF_002181945.1_ASM218194v1	./refseq/bacteria/GCF_002181945.1/GCF_002181945.1_ASM218194v1_genomic.fna.gz	GCF_002181945.1_ASM218194v1_genomic.fna	51	330381	656797	ST17	1	2	5	6	ybt 15; ICEKp11	230-2LV	-	0	-	-	-	wzi141	KL25	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34*	14	1	4*	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	QnrB1?	-	-	CatB4?	-	-	TetA;TetR	-	SHV-94*;OXA-1;AmpH*	KPC-2	-	-	-	-
GCF_002181955.1	PRJNA224116	SAMN06218088	NDDH00000000.1	na	573	573	Klebsiella pneumoniae	strain=43421		latest	Contig	Major	Full	2017/06/08	ASM218195v1	JCVI	GCA_002181955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/955/GCF_002181955.1_ASM218195v1	./refseq/bacteria/GCF_002181955.1/GCF_002181955.1_ASM218195v1_genomic.fna.gz	GCF_002181955.1_ASM218195v1_genomic.fna	47	324293	657664	ST17	1	2	5	6	ybt 15; ICEKp11	230-2LV	-	0	-	-	-	wzi141	KL25	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34*	14*	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	QnrB1?	-	-	CatB4?	-	-	TetA;TetR	-	SHV-94*;OXA-1;AmpH*	KPC-2	-	-	-	-
GCF_002181965.1	PRJNA224116	SAMN06218127	NDDY00000000.1	na	573	573	Klebsiella pneumoniae	strain=44823		latest	Contig	Major	Full	2017/06/08	ASM218196v1	JCVI	GCA_002181965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/181/965/GCF_002181965.1_ASM218196v1	./refseq/bacteria/GCF_002181965.1/GCF_002181965.1_ASM218196v1_genomic.fna.gz	GCF_002181965.1_ASM218196v1_genomic.fna	126	138091	315686	ST258	3	2	6	12	ybt 17; ICEKp10	243-1LV	clb 3	62	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	6	15	44	13	11	155*	26	2	11	4	2	5	10	2	2	2	4	2	8	2	2	2	2	2	2	2	StrB;StrA*;AadA2*;AadA1-pm*?;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	-	-	-	SulII;SulI	-	DfrA14	AmpH*;TEM-150*;OXA-9	KPC-3	-	-	SHV-11	-
GCF_002182005.1	PRJNA224116	SAMN06218057	NDED00000000.1	na	573	573	Klebsiella pneumoniae	strain=42184		latest	Contig	Major	Full	2017/06/08	ASM218200v1	JCVI	GCA_002182005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/005/GCF_002182005.1_ASM218200v1	./refseq/bacteria/GCF_002182005.1/GCF_002182005.1_ASM218200v1_genomic.fna.gz	GCF_002182005.1_ASM218200v1_genomic.fna	118	138896	712925	ST258	0	2	6	10	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;AadA1-pm*?;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	-	-	-	SulII	-	DfrA14	AmpH*;TEM-150*;OXA-9	KPC-3	-	-	SHV-11	-
GCF_002182045.1	PRJNA224116	SAMN06218052	NDEH00000000.1	na	573	573	Klebsiella pneumoniae	strain=42194		latest	Contig	Major	Full	2017/06/08	ASM218204v1	JCVI	GCA_002182045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/045/GCF_002182045.1_ASM218204v1	./refseq/bacteria/GCF_002182045.1/GCF_002182045.1_ASM218204v1_genomic.fna.gz	GCF_002182045.1_ASM218204v1_genomic.fna	96	260929	515262	ST16	1	2	9	13	ybt 9; ICEKp3	174-1LV	-	0	-	-	-	wzi50	KL15 (KL17,KL51,KL52)	ST16	2	1	2	1	4	4	4	5	11	6*	5	1	34	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RmtF	-	-	ParC-84K;GyrA-83F;GyrA-87N	-	ErmB*;MphA?	CatB3*	-	SulI	TetA;TetR	DfrA1	SHV-145*;OXA-1;AmpH*	OXA-181*	CTX-M-15	-	-	-
GCF_002182055.1	PRJNA224116	SAMN06218050	NDEJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=42196		latest	Contig	Major	Full	2017/06/08	ASM218205v1	JCVI	GCA_002182055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/055/GCF_002182055.1_ASM218205v1	./refseq/bacteria/GCF_002182055.1/GCF_002182055.1_ASM218205v1_genomic.fna.gz	GCF_002182055.1_ASM218205v1_genomic.fna	108	137353	712900	ST258	0	2	7	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;AadA2*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	-	-	-	SulII;SulI	TetA	-	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_002182065.1	PRJNA224116	SAMN06218055	NDEF00000000.1	na	573	573	Klebsiella pneumoniae	strain=42188		latest	Contig	Major	Full	2017/06/08	ASM218206v1	JCVI	GCA_002182065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/065/GCF_002182065.1_ASM218206v1	./refseq/bacteria/GCF_002182065.1/GCF_002182065.1_ASM218206v1_genomic.fna.gz	GCF_002182065.1_ASM218206v1_genomic.fna	170	138896	396038	ST258	0	2	7	14	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;AadA2*;AadA1-pm*?;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	-	-	SulII;SulI	-	DfrA14;DfrA12*	AmpH*;TEM-150*;OXA-9	KPC-3	-	-	SHV-11	-
GCF_002182075.1	PRJNA224116	SAMN06218053	NDEY00000000.1	na	548	548	Klebsiella aerogenes	strain=42193		latest	Contig	Major	Full	2017/06/08	ASM218207v1	JCVI	GCA_002182075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/075/GCF_002182075.1_ASM218207v1	./refseq/bacteria/GCF_002182075.1/GCF_002182075.1_ASM218207v1_genomic.fna.gz	GCF_002182075.1_ASM218207v1_genomic.fna	67	179116	504703	0	0	2	3	3	-	0	-	0	-	-	-	0	-	0	85*	119*	-	-	-	57*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	AmpC*;OXA-9*	KPC-3	-	-	-	TEM-122*
GCF_002182125.1	PRJNA224116	SAMN06218108	NDEL00000000.1	na	573	573	Klebsiella pneumoniae	strain=42338		latest	Contig	Major	Full	2017/06/08	ASM218212v1	JCVI	GCA_002182125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/125/GCF_002182125.1_ASM218212v1	./refseq/bacteria/GCF_002182125.1/GCF_002182125.1_ASM218212v1_genomic.fna.gz	GCF_002182125.1_ASM218212v1_genomic.fna	152	141978	562868	ST258	3	2	7	11	ybt 17; ICEKp10	293	clb 3	17-1LV	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	6	15	5	4	11	285	26	2	11	4	2	2	10*	2	2	2	2	2	8	2	2	2	2	2	2	2	StrB;StrA*;AadA1-pm*?;Aac6-Ib*	-	-	ParC-80I;GyrA-83I	-	MphA	-	-	SulII*	-	DfrA14	AmpH*;TEM-150*;OXA-9	KPC-3	-	-	SHV-11	-
GCF_002182135.1	PRJNA224116	SAMN06218049	NDEK00000000.1	na	573	573	Klebsiella pneumoniae	strain=42261		latest	Contig	Major	Full	2017/06/08	ASM218213v1	JCVI	GCA_002182135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/135/GCF_002182135.1_ASM218213v1	./refseq/bacteria/GCF_002182135.1/GCF_002182135.1_ASM218213v1_genomic.fna.gz	GCF_002182135.1_ASM218213v1_genomic.fna	102	161436	713128	ST258	0	2	6	11	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;AadA2*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	-	-	-	SulII;SulI	TetA	-	AmpH*;TEM-105*;OXA-9*	KPC-3	-	-	SHV-11	-
GCF_002182145.1	PRJNA224116	SAMN06218107	NDEM00000000.1	na	573	573	Klebsiella pneumoniae	strain=42339		latest	Contig	Major	Full	2017/06/08	ASM218214v1	JCVI	GCA_002182145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/145/GCF_002182145.1_ASM218214v1	./refseq/bacteria/GCF_002182145.1/GCF_002182145.1_ASM218214v1_genomic.fna.gz	GCF_002182145.1_ASM218214v1_genomic.fna	117	110262	359668	ST299	0	2	6	14	-	0	-	0	-	-	-	wzi7	KL7	ST299	2	10	1	1	56	24	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5*;AadB*;AadA1-pm*?;Aac6-Ib*;StrB;StrA*	-	-	ParC-80I;GyrA-83F;GyrA-87G	-	-	FloR*	-	SulII;SulI	-	DfrA14	SHV-145*;AmpH*;TEM-150*;OXA-2*;OXA-9	KPC-3	-	-	-	-
GCF_002182155.1	PRJNA224116	SAMN06218105	NDEO00000000.1	na	573	573	Klebsiella pneumoniae	strain=42363		latest	Contig	Major	Full	2017/06/08	ASM218215v1	JCVI	GCA_002182155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/155/GCF_002182155.1_ASM218215v1	./refseq/bacteria/GCF_002182155.1/GCF_002182155.1_ASM218215v1_genomic.fna.gz	GCF_002182155.1_ASM218215v1_genomic.fna	89	166048	299222	ST258	0	2	4	5	-	0	-	0	-	-	-	wzi29	KL106	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	-	-	-	-	-	-	AmpH*;OXA-9*	KPC-2	-	-	SHV-11	-
GCF_002182205.1	PRJNA224116	SAMN06218104	NDEP00000000.1	na	573	573	Klebsiella pneumoniae	strain=42364		latest	Contig	Major	Full	2017/06/08	ASM218220v1	JCVI	GCA_002182205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/205/GCF_002182205.1_ASM218220v1	./refseq/bacteria/GCF_002182205.1/GCF_002182205.1_ASM218220v1_genomic.fna.gz	GCF_002182205.1_ASM218220v1_genomic.fna	79	222589	369993	ST219	0	1	7	11	-	0	-	0	-	-	-	wzi177	KL125 (KL114)	ST219	2	1	2	3	27	1	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;StrB*;StrA*;Aph3-Ia*	-	-	Qnr-S1	-	MphA	CatA2*	-	SulI;SulII	-	DfrA12	AmpH*;SHV-145*	-	CTX-M-15	-	-	-
GCF_002182215.1	PRJNA224116	SAMN06218102	NDER00000000.1	na	573	573	Klebsiella pneumoniae	strain=42807		latest	Contig	Major	Full	2017/06/08	ASM218221v1	JCVI	GCA_002182215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/215/GCF_002182215.1_ASM218221v1	./refseq/bacteria/GCF_002182215.1/GCF_002182215.1_ASM218221v1_genomic.fna.gz	GCF_002182215.1_ASM218221v1_genomic.fna	133	130690	712919	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;Aac6-Ib;AadA2*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	OXA-9*;AmpH*	KPC-3	-	-	SHV-11	TEM-122*?
GCF_002182235.1	PRJNA224116	SAMN06218103	NDEQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=42365		latest	Contig	Major	Full	2017/06/08	ASM218223v1	JCVI	GCA_002182235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/235/GCF_002182235.1_ASM218223v1	./refseq/bacteria/GCF_002182235.1/GCF_002182235.1_ASM218223v1_genomic.fna.gz	GCF_002182235.1_ASM218223v1_genomic.fna	93	156197	646177	ST327	1	1	7	15	ybt 10; ICEKp4	96-2LV	-	0	-	-	-	wzi39	KL39 (KL13)	ST327	2	1	1	1	10	1	19	3*	12	4	72	3	85	173*	3	10	42	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;AadA1-pm*?;Aac6-Ib?	-	-	ParC-80I;GyrA-83F;GyrA-87G	-	MsrE;MphE*	FloR*;CatB4?;CatA1*	-	SulII;SulI?	-	DfrA14	AmpH*;TEM-150*;SHV-101*;OXA-9*;OXA-1	-	CTX-M-15	-	-	-
GCF_002182245.1	PRJNA224116	SAMN06218100	NDET00000000.1	na	573	573	Klebsiella pneumoniae	strain=42809		latest	Contig	Major	Full	2017/06/08	ASM218224v1	JCVI	GCA_002182245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/245/GCF_002182245.1_ASM218224v1	./refseq/bacteria/GCF_002182245.1/GCF_002182245.1_ASM218224v1_genomic.fna.gz	GCF_002182245.1_ASM218224v1_genomic.fna	126	139919	714143	ST258-1LV	0	2	9	11	-	0	-	0	-	-	-	wzi29	KL106	ST258-1LV	3	3	1	1	16*	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-2	-	-	SHV-11	TEM-122*?
GCF_002182285.1	PRJNA224116	SAMN06218111	NDEU00000000.1	na	573	573	Klebsiella pneumoniae	strain=45710		latest	Contig	Major	Full	2017/06/08	ASM218228v1	JCVI	GCA_002182285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/285/GCF_002182285.1_ASM218228v1	./refseq/bacteria/GCF_002182285.1/GCF_002182285.1_ASM218228v1_genomic.fna.gz	GCF_002182285.1_ASM218228v1_genomic.fna	111	154751	299222	ST258	0	2	9	11	-	0	-	0	-	-	-	wzi29	KL106	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-2	-	-	SHV-11	TEM-122*
GCF_002182305.1	PRJNA224116	SAMN06218106	NDEN00000000.1	na	573	573	Klebsiella pneumoniae	strain=42362		latest	Contig	Major	Full	2017/06/08	ASM218230v1	JCVI	GCA_002182305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/305/GCF_002182305.1_ASM218230v1	./refseq/bacteria/GCF_002182305.1/GCF_002182305.1_ASM218230v1_genomic.fna.gz	GCF_002182305.1_ASM218230v1_genomic.fna	119	146315	294682	ST258	1	2	9	14	ybt 13; ICEKp2	299-2LV	-	0	-	-	-	wzi29	KL106	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131*	2	4	52	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;Aph4-Ia;Aac3-Iva?;Aph3-Ia*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-2	-	-	SHV-11	TEM-122*
GCF_002182325.1	PRJNA224116	SAMN06218101	NDES00000000.1	na	573	573	Klebsiella pneumoniae	strain=42808		latest	Contig	Major	Full	2017/06/08	ASM218232v1	JCVI	GCA_002182325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/325/GCF_002182325.1_ASM218232v1	./refseq/bacteria/GCF_002182325.1/GCF_002182325.1_ASM218232v1_genomic.fna.gz	GCF_002182325.1_ASM218232v1_genomic.fna	107	146315	315446	ST258	0	2	6	9	-	0	-	0	-	-	-	wzi29	KL106	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA1-pm*?;AadA2	-	-	ParC-80I;GyrA-83I	-	-	CmlA1*	-	SulIII	-	-	AmpH*	KPC-2	-	-	SHV-11	-
GCF_002182525.1	PRJNA224116	SAMN06218109	NDEW00000000.1	na	573	573	Klebsiella pneumoniae	strain=45712		latest	Contig	Major	Full	2017/06/08	ASM218252v1	JCVI	GCA_002182525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/525/GCF_002182525.1_ASM218252v1	./refseq/bacteria/GCF_002182525.1/GCF_002182525.1_ASM218252v1_genomic.fna.gz	GCF_002182525.1_ASM218252v1_genomic.fna	196	144742	434993	ST258	3	2	8	16	ybt 17; ICEKp10	269	clb 3	19	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	6	15	5	13	11	28	29	2	11	4	2	2	10	2	2	2	4	2	8	2	2	2	2	2	2	2	AadA2*;AadA1-pm*?;Aph3-Ia*;StrB;StrA*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI;SulII	-	DfrA12*;DfrA14	AmpH*;OXA-9	KPC-3	SHV-12*;TEM-168?	-	-	-
GCF_002182535.1	PRJNA224116	SAMN06218056	NDEE00000000.1	na	573	573	Klebsiella pneumoniae	strain=42186		latest	Contig	Major	Full	2017/06/08	ASM218253v1	JCVI	GCA_002182535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/535/GCF_002182535.1_ASM218253v1	./refseq/bacteria/GCF_002182535.1/GCF_002182535.1_ASM218253v1_genomic.fna.gz	GCF_002182535.1_ASM218253v1_genomic.fna	133	116458	322605	ST258	3	2	7	13	ybt 17; ICEKp10	247	clb 3	62	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	6	15	44	13	11	198	26	2	11	4	96	5	10	2	2	2	4	2	8	2	2	2	2	2	2	2	Aac6-33;AadB;Aph3-Ia*;Aac6-Ib;AadA2*	-	-	ParC-80I;GyrA-83I	-	MphA	-	-	SulI;SulII	-	DfrA12	TEM-1D;AmpH*	KPC-2	-	-	SHV-11	-
GCF_002182575.1	PRJNA224116	SAMN06218051	NDEI00000000.1	na	573	573	Klebsiella pneumoniae	strain=42195		latest	Contig	Major	Full	2017/06/08	ASM218257v1	JCVI	GCA_002182575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/182/575/GCF_002182575.1_ASM218257v1	./refseq/bacteria/GCF_002182575.1/GCF_002182575.1_ASM218257v1_genomic.fna.gz	GCF_002182575.1_ASM218257v1_genomic.fna	98	180025	349072	ST36-1LV	0	1	2	3	-	0	-	0	-	-	-	wzi173	KL102 (KL149,KL155)	ST36-1LV	2	1	2	1	7	1*	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SulI	-	-	DHA-1;AmpH*	-	SHV-13*;CTX-M-14	-	-	-
GCF_002184115.1	PRJNA224116	SAMN06218025	NDEX00000000.1	na	573	573	Klebsiella pneumoniae	strain=39387		latest	Contig	Major	Full	2017/06/08	ASM218411v1	JCVI	GCA_002184115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/184/115/GCF_002184115.1_ASM218411v1	./refseq/bacteria/GCF_002184115.1/GCF_002184115.1_ASM218411v1_genomic.fna.gz	GCF_002184115.1_ASM218411v1_genomic.fna	131	129409	291428	ST258	3	2	6	9	ybt 17; ICEKp10	289	clb 3	17-1LV	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	6	15	5	4	11	28	26	2	11	4	2	2	10*	2	2	2	2	2	8	2	2	2	2	2	2	2	AadA1-pm*?;StrB;StrA*	-	-	ParC-80I;GyrA-83I	-	-	-	-	SulII	-	DfrA14	OXA-9;AmpH*;TEM-150*	KPC-3	SHV-12	-	-	-
